WORD       | FINAL    | ENTROPY  | PROB MASS
havoc      | 4.9017   | 4.1982   | 0.7035
stunk      | 4.9014   | 4.3536   | 0.5478
query      | 4.9003   | 4.0831   | 0.8172
foamy      | 4.9002   | 4.2949   | 0.6053
frown      | 4.8992   | 4.2343   | 0.6649
upper      | 4.8987   | 4.0750   | 0.8237
banal      | 4.8970   | 4.2846   | 0.6124
limit      | 4.8968   | 4.0731   | 0.8237
rigor      | 4.8957   | 4.2488   | 0.6469
musty      | 4.8954   | 4.2877   | 0.6077
award      | 4.8936   | 4.0564   | 0.8372
bless      | 4.8922   | 4.1383   | 0.7539
limbo      | 4.8921   | 4.2208   | 0.6713
imbue      | 4.8913   | 4.3265   | 0.5648
quota      | 4.8907   | 4.1585   | 0.7322
wrack      | 4.8887   | 4.3466   | 0.5421
beget      | 4.8886   | 4.3168   | 0.5718
fudge      | 4.8866   | 4.1762   | 0.7104
debug      | 4.8860   | 4.1103   | 0.7757
envoy      | 4.8858   | 4.1855   | 0.7003
cacti      | 4.8850   | 4.2416   | 0.6434
privy      | 4.8831   | 4.2182   | 0.6649
pithy      | 4.8824   | 4.2851   | 0.5973
gusty      | 4.8823   | 4.2828   | 0.5995
sixth      | 4.8821   | 4.1051   | 0.7770
basis      | 4.8819   | 4.0445   | 0.8374
dying      | 4.8816   | 4.1078   | 0.7738
swell      | 4.8809   | 4.1653   | 0.7156
moldy      | 4.8795   | 4.2785   | 0.6010
adapt      | 4.8784   | 4.1310   | 0.7474
tweed      | 4.8745   | 4.1726   | 0.7019
toxic      | 4.8699   | 4.0963   | 0.7736
dowry      | 4.8696   | 4.2543   | 0.6153
usual      | 4.8688   | 4.0721   | 0.7967
gecko      | 4.8655   | 4.1766   | 0.6889
moron      | 4.8623   | 4.1823   | 0.6800
swamp      | 4.8620   | 4.1398   | 0.7222
gipsy      | 4.8583   | 4.2255   | 0.6328
sloop      | 4.8563   | 4.2373   | 0.6190
fling      | 4.8547   | 4.1938   | 0.6609
endow      | 4.8523   | 4.2546   | 0.5977
union      | 4.8515   | 4.0085   | 0.8430
koala      | 4.8510   | 4.1757   | 0.6753
sweep      | 4.8501   | 4.1133   | 0.7368
mulch      | 4.8499   | 4.1794   | 0.6705
verge      | 4.8491   | 4.1535   | 0.6956
pesky      | 4.8485   | 4.1924   | 0.6561
wordy      | 4.8483   | 4.2547   | 0.5936
evade      | 4.8480   | 4.1930   | 0.6550
joust      | 4.8454   | 4.2582   | 0.5872
flack      | 4.8443   | 4.2088   | 0.6355
rarer      | 4.8430   | 4.2239   | 0.6191
opium      | 4.8426   | 4.1501   | 0.6925
dodge      | 4.8419   | 4.0503   | 0.7916
fixer      | 4.8416   | 4.1909   | 0.6507
spoon      | 4.8415   | 4.1005   | 0.7410
sixty      | 4.8412   | 4.0923   | 0.7489
allow      | 4.8409   | 4.0002   | 0.8407
cabal      | 4.8399   | 4.1913   | 0.6486
patty      | 4.8385   | 4.1205   | 0.7180
crack      | 4.8363   | 4.0405   | 0.7958
petty      | 4.8335   | 4.1020   | 0.7315
chill      | 4.8325   | 4.0867   | 0.7458
umbra      | 4.8319   | 4.2085   | 0.6234
ferry      | 4.8300   | 4.0558   | 0.7742
mangy      | 4.8292   | 4.2985   | 0.5307
finch      | 4.8284   | 4.1217   | 0.7067
borax      | 4.8284   | 4.2373   | 0.5911
bunch      | 4.8273   | 4.0487   | 0.7786
crumb      | 4.8266   | 4.1664   | 0.6602
gulch      | 4.8253   | 4.1670   | 0.6583
iliac      | 4.8247   | 4.2310   | 0.5937
exile      | 4.8229   | 4.0970   | 0.7259
fight      | 4.8224   | 4.0057   | 0.8167
avail      | 4.8219   | 4.0820   | 0.7399
ditto      | 4.8205   | 4.1261   | 0.6944
needy      | 4.8168   | 4.1148   | 0.7020
rowdy      | 4.8167   | 4.1701   | 0.6466
hedge      | 4.8158   | 4.0744   | 0.7414
catty      | 4.8146   | 4.2485   | 0.5661
snoop      | 4.8141   | 4.0885   | 0.7256
unwed      | 4.8141   | 4.2397   | 0.5744
idiot      | 4.8097   | 4.0626   | 0.7471
dross      | 4.8092   | 4.2240   | 0.5852
itchy      | 4.8083   | 4.1213   | 0.6870
joker      | 4.8069   | 4.1091   | 0.6978
quake      | 4.8065   | 4.0602   | 0.7463
annoy      | 4.8045   | 4.1065   | 0.6980
snuck      | 4.8030   | 4.1878   | 0.6152
quasi      | 4.8017   | 4.0758   | 0.7259
aglow      | 4.8008   | 4.2334   | 0.5674
fleck      | 4.8007   | 4.1600   | 0.6407
butch      | 4.8002   | 4.1119   | 0.6883
whelp      | 4.7997   | 4.2564   | 0.5433
offer      | 4.7977   | 3.9395   | 0.8582
rumor      | 4.7959   | 4.0758   | 0.7201
fewer      | 4.7955   | 4.0153   | 0.7802
weave      | 4.7947   | 4.0844   | 0.7103
gooey      | 4.7945   | 4.1690   | 0.6255
photo      | 4.7940   | 3.9210   | 0.8730
chess      | 4.7937   | 4.0235   | 0.7702
guess      | 4.7906   | 3.9761   | 0.8145
mecca      | 4.7891   | 4.0977   | 0.6914
imply      | 4.7886   | 4.0428   | 0.7458
sulky      | 4.7870   | 4.2011   | 0.5859
frock      | 4.7821   | 4.1873   | 0.5948
delve      | 4.7813   | 4.1235   | 0.6578
flail      | 4.7790   | 4.1934   | 0.5856
annul      | 4.7779   | 4.1954   | 0.5825
every      | 4.7771   | 3.9085   | 0.8686
flown      | 4.7751   | 4.0700   | 0.7051
clump      | 4.7746   | 4.1477   | 0.6269
winch      | 4.7700   | 4.0901   | 0.6799
modem      | 4.7696   | 3.9752   | 0.7944
dingy      | 4.7695   | 4.1580   | 0.6115
skill      | 4.7682   | 3.9741   | 0.7941
fritz      | 4.7674   | 4.0500   | 0.7174
pique      | 4.7661   | 4.1066   | 0.6595
afoot      | 4.7650   | 4.1353   | 0.6297
error      | 4.7649   | 3.9160   | 0.8489
hatch      | 4.7639   | 4.0240   | 0.7399
occur      | 4.7622   | 3.9528   | 0.8094
twist      | 4.7619   | 3.9970   | 0.7649
unfed      | 4.7619   | 4.2860   | 0.4759
showy      | 4.7616   | 4.1427   | 0.6189
proxy      | 4.7595   | 3.9794   | 0.7801
exert      | 4.7594   | 4.0753   | 0.6841
druid      | 4.7587   | 4.0725   | 0.6862
munch      | 4.7579   | 4.0959   | 0.6620
odder      | 4.7579   | 4.2224   | 0.5355
gloss      | 4.7571   | 4.0226   | 0.7345
elegy      | 4.7570   | 4.1380   | 0.6190
zesty      | 4.7565   | 4.1551   | 0.6014
curry      | 4.7559   | 4.0146   | 0.7413
rugby      | 4.7537   | 3.9667   | 0.7870
enemy      | 4.7535   | 3.9636   | 0.7899
flaky      | 4.7533   | 4.1138   | 0.6395
pagan      | 4.7506   | 4.0117   | 0.7389
going      | 4.7481   | 3.8845   | 0.8636
owing      | 4.7420   | 4.0229   | 0.7191
stoop      | 4.7411   | 4.1120   | 0.6291
beech      | 4.7403   | 4.0225   | 0.7178
humid      | 4.7394   | 4.0590   | 0.6804
awful      | 4.7393   | 3.9874   | 0.7519
ember      | 4.7382   | 4.0938   | 0.6444
flock      | 4.7370   | 4.0146   | 0.7224
enjoy      | 4.7356   | 3.9036   | 0.8320
squad      | 4.7352   | 3.9630   | 0.7722
larva      | 4.7347   | 4.0931   | 0.6416
staff      | 4.7337   | 3.8707   | 0.8630
alpha      | 4.7302   | 3.9168   | 0.8134
array      | 4.7273   | 3.9173   | 0.8100
flick      | 4.7272   | 4.0114   | 0.7158
penny      | 4.7269   | 3.9624   | 0.7645
junta      | 4.7266   | 4.0697   | 0.6569
spunk      | 4.7263   | 4.0913   | 0.6350
gouge      | 4.7261   | 4.1177   | 0.6084
condo      | 4.7257   | 3.9653   | 0.7604
canny      | 4.7249   | 4.1237   | 0.6012
slosh      | 4.7248   | 4.1982   | 0.5266
smoky      | 4.7248   | 4.0180   | 0.7068
belly      | 4.7243   | 3.9588   | 0.7655
vapid      | 4.7240   | 4.1565   | 0.5675
teeth      | 4.7238   | 3.9474   | 0.7764
naval      | 4.7228   | 3.9536   | 0.7692
frill      | 4.7196   | 4.1576   | 0.5620
blood      | 4.7187   | 3.8806   | 0.8381
ficus      | 4.7160   | 4.1000   | 0.6160
pluck      | 4.7155   | 4.0418   | 0.6737
bliss      | 4.7144   | 3.9766   | 0.7378
aloof      | 4.7138   | 4.0950   | 0.6188
teddy      | 4.7122   | 3.9574   | 0.7548
awake      | 4.7118   | 3.9798   | 0.7320
plunk      | 4.7116   | 4.1459   | 0.5657
ninth      | 4.7084   | 3.9636   | 0.7448
brood      | 4.7079   | 4.0268   | 0.6811
blitz      | 4.7069   | 3.9864   | 0.7205
fever      | 4.7065   | 3.9350   | 0.7715
tibia      | 4.7055   | 4.0493   | 0.6562
smock      | 4.7054   | 4.1015   | 0.6039
waxen      | 4.7041   | 4.2039   | 0.5002
blimp      | 4.7038   | 4.0907   | 0.6131
theft      | 4.7014   | 3.9151   | 0.7863
avian      | 4.7008   | 3.9738   | 0.7270
waltz      | 4.7005   | 3.9961   | 0.7044
downy      | 4.6983   | 4.0805   | 0.6178
radar      | 4.6966   | 3.9045   | 0.7921
razor      | 4.6966   | 3.9618   | 0.7348
conic      | 4.6965   | 4.0935   | 0.6030
curvy      | 4.6963   | 4.0672   | 0.6291
cheek      | 4.6962   | 3.9722   | 0.7240
krill      | 4.6944   | 4.0934   | 0.6010
milky      | 4.6924   | 3.9939   | 0.6985
windy      | 4.6904   | 3.9759   | 0.7145
ionic      | 4.6903   | 3.9838   | 0.7065
wrung      | 4.6866   | 4.1142   | 0.5724
wight      | 4.6866   | 3.9715   | 0.7151
dally      | 4.6866   | 4.1054   | 0.5812
lucky      | 4.6858   | 3.8960   | 0.7898
bylaw      | 4.6845   | 4.0021   | 0.6824
bough      | 4.6835   | 4.0360   | 0.6475
eking      | 4.6806   | 4.1898   | 0.4908
queer      | 4.6801   | 3.9556   | 0.7245
unify      | 4.6797   | 4.0227   | 0.6570
droop      | 4.6793   | 4.0935   | 0.5858
crook      | 4.6785   | 3.9962   | 0.6823
whiny      | 4.6766   | 4.0716   | 0.6050
filmy      | 4.6760   | 4.0170   | 0.6590
smash      | 4.6759   | 3.9444   | 0.7315
abbey      | 4.6743   | 3.9311   | 0.7432
sunny      | 4.6741   | 3.8987   | 0.7754
belle      | 4.6724   | 3.9161   | 0.7563
booth      | 4.6716   | 3.9042   | 0.7674
pubic      | 4.6714   | 3.9960   | 0.6754
spiky      | 4.6707   | 4.0771   | 0.5936
holly      | 4.6705   | 3.9078   | 0.7627
proof      | 4.6698   | 3.8583   | 0.8115
scoop      | 4.6688   | 3.9165   | 0.7523
axiom      | 4.6686   | 3.9707   | 0.6979
apply      | 4.6683   | 3.8239   | 0.8444
booty      | 4.6682   | 3.8780   | 0.7902
thump      | 4.6675   | 4.0265   | 0.6410
worry      | 4.6672   | 3.8795   | 0.7877
rabbi      | 4.6669   | 3.9317   | 0.7352
undue      | 4.6662   | 3.9721   | 0.6941
abbot      | 4.6662   | 3.9874   | 0.6788
folio      | 4.6658   | 3.9584   | 0.7074
udder      | 4.6653   | 4.0732   | 0.5921
dolly      | 4.6651   | 3.9485   | 0.7166
edify      | 4.6644   | 4.1219   | 0.5425
flung      | 4.6627   | 3.9919   | 0.6708
visit      | 4.6625   | 3.7942   | 0.8683
chunk      | 4.6623   | 3.9437   | 0.7186
amiss      | 4.6609   | 4.0463   | 0.6146
rotor      | 4.6597   | 3.9486   | 0.7111
sully      | 4.6574   | 4.0161   | 0.6413
parka      | 4.6524   | 3.9911   | 0.6613
fatty      | 4.6506   | 3.8976   | 0.7530
pinky      | 4.6499   | 3.9898   | 0.6601
thumb      | 4.6472   | 3.8820   | 0.7652
nylon      | 4.6453   | 3.8665   | 0.7788
groom      | 4.6435   | 3.9203   | 0.7232
villa      | 4.6415   | 3.8437   | 0.7978
quash      | 4.6381   | 4.0380   | 0.6001
fauna      | 4.6377   | 3.9205   | 0.7172
chili      | 4.6369   | 3.8906   | 0.7463
fishy      | 4.6365   | 3.9774   | 0.6591
batty      | 4.6346   | 3.9983   | 0.6363
alibi      | 4.6338   | 3.9937   | 0.6401
bevel      | 4.6325   | 3.9803   | 0.6522
aging      | 4.6280   | 3.8439   | 0.7841
queen      | 4.6244   | 3.8061   | 0.8183
banjo      | 4.6240   | 3.9143   | 0.7097
augur      | 4.6239   | 4.0517   | 0.5722
karma      | 4.6219   | 3.8591   | 0.7628
roomy      | 4.6211   | 3.9687   | 0.6524
slush      | 4.6201   | 3.9871   | 0.6330
pushy      | 4.6192   | 4.0076   | 0.6116
vouch      | 4.6176   | 3.9846   | 0.6330
refer      | 4.6131   | 3.8006   | 0.8125
quark      | 4.6125   | 3.8955   | 0.7170
salsa      | 4.6124   | 3.8691   | 0.7433
annex      | 4.6124   | 3.8414   | 0.7710
pupil      | 4.6111   | 3.8684   | 0.7427
swung      | 4.6083   | 3.9359   | 0.6724
manga      | 4.6070   | 3.8206   | 0.7864
furor      | 4.5975   | 4.0049   | 0.5926
hurry      | 4.5903   | 3.8545   | 0.7358
judge      | 4.5869   | 3.7701   | 0.8168
comfy      | 4.5850   | 3.8955   | 0.6895
dandy      | 4.5846   | 3.9010   | 0.6836
tight      | 4.5842   | 3.7856   | 0.7986
digit      | 4.5832   | 3.8196   | 0.7636
click      | 4.5827   | 3.6904   | 0.8923
murky      | 4.5816   | 3.9330   | 0.6486
vixen      | 4.5813   | 3.9079   | 0.6734
glyph      | 4.5809   | 3.9238   | 0.6571
rigid      | 4.5796   | 3.8362   | 0.7434
lumpy      | 4.5743   | 3.9551   | 0.6192
shuck      | 4.5681   | 3.9979   | 0.5702
dwell      | 4.5680   | 3.8566   | 0.7114
wedge      | 4.5678   | 3.8367   | 0.7311
melee      | 4.5675   | 3.8867   | 0.6808
ozone      | 4.5652   | 3.8086   | 0.7566
kneed      | 4.5628   | 4.0189   | 0.5439
comic      | 4.5618   | 3.7658   | 0.7960
broom      | 4.5608   | 3.8689   | 0.6919
fungi      | 4.5599   | 3.8488   | 0.7111
freer      | 4.5578   | 3.9089   | 0.6489
flood      | 4.5562   | 3.7666   | 0.7896
swill      | 4.5560   | 3.9983   | 0.5577
excel      | 4.5552   | 3.7652   | 0.7900
billy      | 4.5547   | 3.7663   | 0.7884
mushy      | 4.5546   | 3.9392   | 0.6154
geese      | 4.5525   | 3.8611   | 0.6914
comma      | 4.5508   | 3.8264   | 0.7244
junto      | 4.5439   | 3.9684   | 0.5755
equip      | 4.5437   | 3.8023   | 0.7414
floss      | 4.5436   | 3.8638   | 0.6798
sappy      | 4.5400   | 3.9371   | 0.6029
penne      | 4.5381   | 3.9037   | 0.6344
ennui      | 4.5377   | 3.9556   | 0.5821
vodka      | 4.5362   | 3.8218   | 0.7144
gaffe      | 4.5342   | 3.9569   | 0.5773
wispy      | 4.5341   | 3.9624   | 0.5717
ditty      | 4.5316   | 3.9150   | 0.6166
awash      | 4.5299   | 3.9147   | 0.6152
hitch      | 4.5281   | 3.8034   | 0.7247
knoll      | 4.5271   | 3.8496   | 0.6775
bushy      | 4.5253   | 3.8855   | 0.6398
couch      | 4.5229   | 3.7763   | 0.7466
quoth      | 4.5199   | 3.9032   | 0.6167
crock      | 4.5188   | 3.8437   | 0.6751
axial      | 4.5172   | 3.8138   | 0.7034
hilly      | 4.5136   | 3.8670   | 0.6466
brook      | 4.5134   | 3.7556   | 0.7578
plumb      | 4.5125   | 3.8554   | 0.6571
whisk      | 4.5111   | 3.8573   | 0.6538
loopy      | 4.5099   | 3.8968   | 0.6131
skull      | 4.5096   | 3.7641   | 0.7455
conch      | 4.5084   | 3.8767   | 0.6317
clock      | 4.5080   | 3.6961   | 0.8119
clack      | 4.5054   | 3.8957   | 0.6097
swoon      | 4.5026   | 3.8925   | 0.6101
level      | 4.4995   | 3.6292   | 0.8703
epoxy      | 4.4985   | 3.7895   | 0.7090
lymph      | 4.4982   | 3.7923   | 0.7059
spasm      | 4.4976   | 3.8643   | 0.6333
picky      | 4.4961   | 3.8333   | 0.6628
uncut      | 4.4961   | 3.7559   | 0.7402
husky      | 4.4957   | 3.7945   | 0.7012
lipid      | 4.4950   | 3.7714   | 0.7236
wacky      | 4.4929   | 3.7850   | 0.7079
golly      | 4.4921   | 3.8675   | 0.6246
dilly      | 4.4917   | 3.9042   | 0.5875
whack      | 4.4909   | 3.8271   | 0.6638
gassy      | 4.4892   | 3.9516   | 0.5376
civil      | 4.4871   | 3.6555   | 0.8316
skimp      | 4.4867   | 3.9207   | 0.5660
caddy      | 4.4824   | 3.7990   | 0.6834
nutty      | 4.4788   | 3.8177   | 0.6611
tepee      | 4.4754   | 3.9484   | 0.5270
bloom      | 4.4752   | 3.7215   | 0.7537
duchy      | 4.4723   | 3.8463   | 0.6260
fanny      | 4.4673   | 3.7688   | 0.6985
kiosk      | 4.4668   | 3.7603   | 0.7065
shook      | 4.4657   | 3.7381   | 0.7276
amaze      | 4.4634   | 3.7954   | 0.6680
crick      | 4.4608   | 3.8314   | 0.6294
gloom      | 4.4577   | 3.7847   | 0.6730
bezel      | 4.4569   | 3.7533   | 0.7036
flunk      | 4.4564   | 3.9063   | 0.5501
missy      | 4.4549   | 3.7455   | 0.7094
mafia      | 4.4539   | 3.7302   | 0.7237
outdo      | 4.4521   | 3.8697   | 0.5824
sushi      | 4.4454   | 3.7102   | 0.7352
tabby      | 4.4447   | 3.7987   | 0.6460
dusky      | 4.4415   | 3.8083   | 0.6332
chump      | 4.4380   | 3.8236   | 0.6144
jerky      | 4.4378   | 3.7715   | 0.6663
timid      | 4.4372   | 3.7782   | 0.6590
bulky      | 4.4369   | 3.7499   | 0.6870
embed      | 4.4363   | 3.7479   | 0.6884
cinch      | 4.4363   | 3.7986   | 0.6377
igloo      | 4.4351   | 3.8010   | 0.6341
blurb      | 4.4339   | 3.7668   | 0.6671
howdy      | 4.4311   | 3.7672   | 0.6639
bawdy      | 4.4297   | 3.8424   | 0.5873
qualm      | 4.4278   | 3.9227   | 0.5051
bitty      | 4.4259   | 3.7904   | 0.6355
juicy      | 4.4247   | 3.6861   | 0.7386
mossy      | 4.4245   | 3.7820   | 0.6425
happy      | 4.4227   | 3.5836   | 0.8391
pooch      | 4.4213   | 3.7939   | 0.6274
eject      | 4.4204   | 3.7444   | 0.6760
thigh      | 4.4153   | 3.7006   | 0.7147
stiff      | 4.4130   | 3.6777   | 0.7353
swash      | 4.4095   | 3.7959   | 0.6136
hunky      | 4.4067   | 3.7905   | 0.6162
coyly      | 4.4065   | 3.8793   | 0.5272
folly      | 4.3976   | 3.7038   | 0.6938
toddy      | 4.3960   | 3.8191   | 0.5769
leggy      | 4.3930   | 3.7989   | 0.5941
kitty      | 4.3893   | 3.6291   | 0.7602
evoke      | 4.3880   | 3.7192   | 0.6688
putty      | 4.3864   | 3.7042   | 0.6822
vying      | 4.3745   | 3.7471   | 0.6274
dryly      | 4.3696   | 3.8092   | 0.5604
furry      | 4.3693   | 3.6608   | 0.7085
cliff      | 4.3680   | 3.6112   | 0.7568
tweet      | 4.3674   | 3.7775   | 0.5899
paddy      | 4.3650   | 3.6621   | 0.7029
wooly      | 4.3629   | 3.7512   | 0.6117
quirk      | 4.3618   | 3.7222   | 0.6396
tooth      | 4.3600   | 3.6056   | 0.7544
witty      | 4.3585   | 3.6533   | 0.7052
gumbo      | 4.3518   | 3.7096   | 0.6422
forgo      | 4.3506   | 3.7244   | 0.6262
willy      | 4.3475   | 3.6308   | 0.7167
inbox      | 4.3450   | 3.5885   | 0.7565
geeky      | 4.3420   | 3.6634   | 0.6786
soggy      | 4.3412   | 3.7163   | 0.6249
check      | 4.3386   | 3.4638   | 0.8748
weedy      | 4.3361   | 3.7489   | 0.5872
funky      | 4.3358   | 3.5811   | 0.7547
moody      | 4.3333   | 3.5947   | 0.7386
gayly      | 4.3308   | 3.8350   | 0.4958
plaza      | 4.3305   | 3.5401   | 0.7904
taffy      | 4.3287   | 3.6930   | 0.6357
sniff      | 4.3284   | 3.6473   | 0.6811
cynic      | 4.3283   | 3.6803   | 0.6480
lupus      | 4.3270   | 3.6278   | 0.6992
musky      | 4.3248   | 3.7322   | 0.5926
hutch      | 4.3192   | 3.6252   | 0.6940
pudgy      | 4.3181   | 3.7619   | 0.5562
savvy      | 4.3171   | 3.5863   | 0.7308
lobby      | 4.3157   | 3.5527   | 0.7630
abyss      | 4.3156   | 3.6297   | 0.6859
mambo      | 4.3149   | 3.5634   | 0.7515
bossy      | 4.3138   | 3.7255   | 0.5883
nymph      | 4.3136   | 3.6517   | 0.6619
jewel      | 4.3107   | 3.5559   | 0.7548
fjord      | 4.3101   | 3.6773   | 0.6328
stuff      | 4.3087   | 3.4625   | 0.8462
icily      | 4.3044   | 3.8263   | 0.4781
offal      | 4.3037   | 3.7064   | 0.5973
expel      | 4.3018   | 3.6596   | 0.6422
usurp      | 4.2995   | 3.7087   | 0.5908
filly      | 4.2979   | 3.6524   | 0.6455
gully      | 4.2935   | 3.6249   | 0.6686
fully      | 4.2925   | 3.4614   | 0.8311
shyly      | 4.2894   | 3.6873   | 0.6021
spoof      | 4.2882   | 3.6136   | 0.6746
beefy      | 4.2865   | 3.6565   | 0.6300
oddly      | 4.2832   | 3.5888   | 0.6944
polyp      | 4.2832   | 3.6849   | 0.5983
fifth      | 4.2812   | 3.4862   | 0.7950
outgo      | 4.2803   | 3.7764   | 0.5039
pixie      | 4.2794   | 3.5985   | 0.6809
swish      | 4.2777   | 3.6010   | 0.6767
bosom      | 4.2775   | 3.6145   | 0.6630
swoop      | 4.2772   | 3.6350   | 0.6422
spook      | 4.2758   | 3.6530   | 0.6228
allay      | 4.2746   | 3.6749   | 0.5997
dumpy      | 4.2733   | 3.7179   | 0.5554
cacao      | 4.2720   | 3.6471   | 0.6249
goody      | 4.2712   | 3.6069   | 0.6643
hippo      | 4.2711   | 3.5855   | 0.6856
rajah      | 4.2687   | 3.6825   | 0.5862
lowly      | 4.2674   | 3.6177   | 0.6497
bongo      | 4.2668   | 3.6003   | 0.6665
kebab      | 4.2651   | 3.6551   | 0.6100
juror      | 4.2651   | 3.5943   | 0.6708
onion      | 4.2647   | 3.5047   | 0.7600
booze      | 4.2619   | 3.5750   | 0.6869
myrrh      | 4.2619   | 3.6430   | 0.6189
bully      | 4.2611   | 3.5621   | 0.6990
wimpy      | 4.2605   | 3.6483   | 0.6122
knack      | 4.2589   | 3.6030   | 0.6559
ruddy      | 4.2546   | 3.6218   | 0.6328
verve      | 4.2534   | 3.5650   | 0.6884
dully      | 4.2522   | 3.7120   | 0.5402
cubic      | 4.2502   | 3.4942   | 0.7560
cocoa      | 4.2489   | 3.5128   | 0.7361
unzip      | 4.2360   | 3.5562   | 0.6798
quick      | 4.2359   | 3.3883   | 0.8476
fifty      | 4.2358   | 3.4664   | 0.7694
idyll      | 4.2355   | 3.6633   | 0.5722
papal      | 4.2353   | 3.5696   | 0.6657
llama      | 4.2314   | 3.5506   | 0.6808
icing      | 4.2251   | 3.5344   | 0.6907
fugue      | 4.2165   | 3.5820   | 0.6345
idiom      | 4.2132   | 3.5625   | 0.6507
quack      | 4.2071   | 3.5631   | 0.6440
quell      | 4.2053   | 3.5868   | 0.6185
undid      | 4.2001   | 3.6255   | 0.5746
bunny      | 4.1994   | 3.4437   | 0.7557
which      | 4.1983   | 3.2977   | 0.9006
jelly      | 4.1873   | 3.4496   | 0.7377
hunch      | 4.1822   | 3.5580   | 0.6242
macaw      | 4.1817   | 3.5689   | 0.6128
plump      | 4.1797   | 3.4457   | 0.7340
assay      | 4.1773   | 3.4379   | 0.7394
knock      | 4.1725   | 3.4208   | 0.7517
woody      | 4.1659   | 3.4214   | 0.7445
khaki      | 4.1613   | 3.4638   | 0.6975
squib      | 4.1607   | 3.5920   | 0.5687
funny      | 4.1604   | 3.3402   | 0.8202
hussy      | 4.1572   | 3.6032   | 0.5540
gawky      | 4.1472   | 3.6480   | 0.4992
emcee      | 4.1433   | 3.5245   | 0.6188
cabby      | 4.1398   | 3.6037   | 0.5361
skunk      | 4.1378   | 3.4617   | 0.6761
aback      | 4.1334   | 3.5185   | 0.6149
jetty      | 4.1334   | 3.4670   | 0.6664
tatty      | 4.1315   | 3.5553   | 0.5762
mucky      | 4.1254   | 3.5575   | 0.5679
widow      | 4.1112   | 3.3723   | 0.7389
chaff      | 4.1102   | 3.4913   | 0.6189
motto      | 4.1088   | 3.4002   | 0.7086
guava      | 4.1085   | 3.4962   | 0.6123
wryly      | 4.1051   | 3.5463   | 0.5588
snuff      | 4.1002   | 3.4281   | 0.6721
vigil      | 4.0992   | 3.4121   | 0.6871
quill      | 4.0914   | 3.4235   | 0.6679
chick      | 4.0903   | 3.3226   | 0.7677
sassy      | 4.0858   | 3.3832   | 0.7026
dodgy      | 4.0849   | 3.4327   | 0.6522
livid      | 4.0832   | 3.4687   | 0.6145
scoff      | 4.0771   | 3.4845   | 0.5926
baggy      | 4.0749   | 3.4381   | 0.6368
ovoid      | 4.0683   | 3.5035   | 0.5648
ninja      | 4.0661   | 3.3208   | 0.7453
goofy      | 4.0649   | 3.3777   | 0.6872
cluck      | 4.0568   | 3.4790   | 0.5778
skulk      | 4.0529   | 3.5678   | 0.4851
nanny      | 4.0525   | 3.3233   | 0.7292
hobby      | 4.0489   | 3.2790   | 0.7699
mucus      | 4.0416   | 3.3870   | 0.6546
kinky      | 4.0384   | 3.3061   | 0.7323
amass      | 4.0367   | 3.4429   | 0.5938
fussy      | 4.0305   | 3.3918   | 0.6387
hippy      | 4.0304   | 3.3752   | 0.6552
pulpy      | 4.0292   | 3.5150   | 0.5142
jolly      | 4.0185   | 3.2972   | 0.7213
piggy      | 4.0132   | 3.3315   | 0.6817
known      | 4.0051   | 3.1572   | 0.8479
giddy      | 4.0044   | 3.3605   | 0.6439
chock      | 3.9923   | 3.3459   | 0.6464
whoop      | 3.9818   | 3.3569   | 0.6249
femme      | 3.9662   | 3.2449   | 0.7213
maxim      | 3.9581   | 3.2190   | 0.7391
gruff      | 3.9512   | 3.3435   | 0.6077
buddy      | 3.9345   | 3.1266   | 0.8079
gypsy      | 3.9205   | 3.2052   | 0.7153
buxom      | 3.9124   | 3.3047   | 0.6077
biddy      | 3.9043   | 3.3250   | 0.5793
chuck      | 3.9010   | 3.1253   | 0.7757
humus      | 3.9006   | 3.3054   | 0.5952
dummy      | 3.8935   | 3.1615   | 0.7320
madam      | 3.8825   | 3.1709   | 0.7116
jumbo      | 3.8792   | 3.1471   | 0.7321
muddy      | 3.8751   | 3.1673   | 0.7078
bluff      | 3.8742   | 3.1342   | 0.7400
sissy      | 3.8670   | 3.1718   | 0.6952
pizza      | 3.8372   | 3.0456   | 0.7916
foggy      | 3.8302   | 3.1678   | 0.6624
gamma      | 3.8224   | 3.0012   | 0.8212
slyly      | 3.8099   | 3.2459   | 0.5640
dowdy      | 3.8002   | 3.2125   | 0.5877
daddy      | 3.7983   | 3.0241   | 0.7742
skiff      | 3.7804   | 3.1638   | 0.6166
queue      | 3.7776   | 3.0118   | 0.7658
buggy      | 3.7253   | 3.0153   | 0.7100
guppy      | 3.7235   | 3.1166   | 0.6069
gummy      | 3.6890   | 3.0725   | 0.6165
puffy      | 3.6839   | 2.9487   | 0.7352
twixt      | 3.6731   | 3.1274   | 0.5457
magma      | 3.6679   | 2.9891   | 0.6788
kayak      | 3.6616   | 2.9385   | 0.7231
jumpy      | 3.6506   | 3.0609   | 0.5897
humph      | 3.6369   | 3.1015   | 0.5354
minim      | 3.6125   | 3.0236   | 0.5889
ninny      | 3.5959   | 3.0849   | 0.5110
kappa      | 3.5821   | 2.8564   | 0.7257
shush      | 3.5766   | 3.0419   | 0.5347
booby      | 3.5268   | 2.8951   | 0.6317
whiff      | 3.5188   | 2.9091   | 0.6097
